,date,jobsource,jobsearch,MetroID,jobtitlenorm,jobeasyapply,jobisorganic,companyname,jobdaysago,companysize,companyfounded,companytype,companyindustry,companysector,companyrevenue,companyrating,companyratings,companyrecommendfriend,companyapproveceo,jobtitle,cityname,jobdescription,wageavg,wagemin,wagemax
0,2022-01-24,glassdoor,data analyst,1.0,,,,,,,,,,,,,,,,"Sr Data Analyst, AMERICAS","New York, NY","Hi! We are Smart!
*
Smart is an AdTech leader created in 2001 on the belief that we can disrupt the on-line advertising industry.
*
*
Headquartered in the heart of Paris and with offices in 12 countries, Smart provides cutting-edge technologies that help hundreds of prestigious customers take back control and maximize their digital revenues with a flexible and transparent audience monetization platform.
*
*
We can rely on a unique group of 280+ Smarties focused on excellence to shape our future. They continually embrace change and overcome challenges together to make innovation happen. That means we can offer you endless opportunities to do the same and let you shape the world you want!
*
*
About the team
Helping the company be fully data-driven is not just a buzzword, it is our mission at Smart. We, the Data Analytics team at Smart, maximize Smart’s efficiency by enabling easy and permanent access to quality data, valuable insights & rigorous thinking. Our responsibility is to ensure our local and central teams, clients and partners, make informed business decisions. To do so, we leverage huge volumes of data (Smart handles 30Bn Auctions per Day) in a state-of-the-art tech stack (AirFlow, Snowflake, Tableau…) in order to provide actionable insights to all teams at Smart!
What you'll do
Reporting to the Head of Analytics Operations, your mission will be to provide hands-on analytical support to the Supply, Demand & PR teams based in the Americas (US, Mexico, Brazil).
Get an in-depth understanding of the revenue dynamics of the Publishers & Buyers managed in the Americas to be able to quickly identify the main performance drivers.
Investigate our clients’ performances in depth in order to provide actionable recommendations to optimize the setup of our publisher, the buying strategy of our partners, and ultimately Smart’s revenues.
Drive coordination and push for the adoption of the best practices shared with the teams in order to maximize revenue.
Collaborate with the Central Analytics team to ensure that the teams in the Americas have all the resources they need.
Partner with the business teams to properly answer RFPs & RFIs from our Partners.
Share valuable insights with our PR team for external communication (barometers, benchmarks…)
About you
Bachelor or Master’s degree or higher in a quantitative or business field (Statistics, Mathematics, Econometrics, Economics, Finance, etc.)
Min. 2 years of experience in a Data Analyst or Business Analyst position.
Knowledge of SQL is a must.
Basic knowledge of reporting software (Tableau).
You can demonstrate your ability to solve problems end to end, and you’re able to present results to both technical and non-technical audiences
You are action-oriented and know how to drive adoption of best practices through the company.
Smart AdServer is an equal opportunity employer. Equal access to employment, services, and programs are available to everyone, regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status.
*
Job Type: Full-time
Pay: $95,000.00 - $115,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Work Location:
One location
Work Remotely:
Temporarily due to COVID-19
Work Location: One location",,,
1,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,Datalot,30d+,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),3.5,10 Ratings,59 %,55 %,Data Analyst,"Brooklyn, NY","Datalot builds innovative advertising and customer acquisition technology. We are in an exciting time of growth, and looking for a Data Analyst to join our Dumbo, Brooklyn (NY) team to play a key part in empowering smart, data-driven decisions throughout the company with a focus on maximizing long term value. This role is interdisciplinary and sits at the intersection between tech, marketing, sales, accounting, and operations.
If you are excited to work for a fast-growing industry leader with career growth opportunities, join us!

Given the current state of the COVID-19, this role will start off as a work-from-home position and then transition to work in-office.

What you will be working on
Manage, grow, and improve our portfolio of reports, dashboards, and ongoing data analysis
Ensure that all departments use the same source data and provide consistent data flow
Identify points of inefficiency in the collection and processing of data for both reporting and in our application
Work with our interface designers to build out useful dashboards and analytics tools for use by us and our clients

What we’re looking for
3+ years of professional experience in a data analyst or analytics-focused role
Expert fluency with SQL syntax (preferably MySQL) with the ability to write complex, optimized queries by hand
Proficiency in Excel
Passion for statistics and probability
Bonus points: experience with a document-oriented database such as Snowflake; Amazon S3 and Data Pipeline; and/or experience with data related to online advertising or financial services metrics
Personal Attributes: analytical thinker; strong organizational skills; great problem-solver; attention to detail; entrepreneurial mindset; ability to effectively multi-task; ability to take ownership for your work and calculate risks when needed

Why Datalot
We’ve got you covered - Datalot pays for 100% of your medical coverage for the Core Medical Plan for both you and your family; plus a range of other benefits - dental, vision, and life insurance; short-term and long-term disability; commuter benefits; and 401k with company match
A great family-friendly work environment
Fun office culture and team activities

About Us
Datalot is building some of the most innovative online advertising technology for the insurance industry. As it turns out, it's also fun, exciting and rewarding! We work with an insane amount of real-time data, and we see the performance and results of our platform almost immediately - all day, every day.
Founded in 2009, and funded by some of the most respected investors in technology development, our applications and services are relied upon by thousands of clients from small businesses to Fortune 100 companies. With a team of 100+ employees, we have offices in Brooklyn, NY (DUMBO); Denver, CO; and South Florida.

Datalot is an equal opportunity employer who values diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","$60,237 /yr (est.)",$43K ,$84K
2,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,NH HC,12d,Unknown,Company - Public,Unknown / Non-Applicable,,,,,,,,Recruiter / Data Analyst,"Brooklyn, NY","RECRUITER / DATA ANALYST
Established Health Care firm located in New York
with offices Nationwide
is seeking a highly-skilled employee
for data analytics in our recruitment department.
Superior technical expertise required.
Responsible for collecting hiring data and managing online talent acquisition tools.
We offer an excellent salary & benefits package
as well as a great working environment &
growth potential.
Please email resume to
Job Type: Full-time
Benefits:
Dental insurance
Flexible schedule
Health insurance
Paid time off
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
Recruiting: 1 year (Preferred)
Work Location: One location","$61,403 /yr (est.)",$43K ,$88K
3,2022-01-24,glassdoor,data analyst,1.0,Research Analyst,true,false,Helene Fuld College of Nursing,30d+,1 to 50 Employees,1945,Company - Private,Colleges & Universities,Education,$5 to $10 million (USD),2.4,0 Ratings,N/A,N/A,Institutional Research Analyst,"New York, NY","The Institutional Research Analyst is responsible for the extraction, collection, validation, organization, and reporting of data and information to support accreditation compliance, policy development, strategic planning, program review, student learning assessment, and other continuous quality improvement efforts. This individual will develop effective and accurate data retrieval strategies and produce reports to support future planning and data-informed decision making for the College, in addition to fulfilling mandatory state and national reporting requirements.
Works closely with appropriate college offices in research and statistical analysis that may be needed for various projects in areas such as human resources, curricula, instruction, payroll, facilities, or finance.
Extract and analyze data from a variety of systems to fulfill recurring and ad hoc requests for information from throughout the College and from external entities.
Provides support for the college’s organizational effectiveness, planning, accreditation, evaluation, and program assessment activities.
Prepares state, federal, and college accountability reports according to documented requirements, ensuring accuracy and timeliness.
Develops and implements processes for collecting, linking, visualizing, and analyzing data from a variety of sources including internal systems, state and federal agencies, and other higher education institutions.
Provide verbal, written, and/or visual analysis of quantitative and qualitative data to a wide variety of audiences, which may include college leadership and other employees, as well as external stakeholders.
Monitors the overall integrity of data, complying with state and federal requirements and taking appropriate steps to correct data discrepancies when noted.
Develops, administers, analyzes, and reports on surveys that measure engagement, performance, and satisfaction for both students and employees; manages and maintains the web survey software. Facilitates focus groups to provide for regular and ad hoc qualitative data gathering that provides information for institutional improvements.
Assists in the preparation, follow-up, and reports for the college’s accreditation agency and in the college’s efforts to secure grants.
Maintain sets of key data points to inform the College’s planning efforts. Collaborate with key stakeholders to identify these data points and assist groups to utilize these data sets for informed action.
Provide guidance and support on matters related to institutional research, strategic planning, and performance measures.","$64,959 /yr (est.)",$44K ,$95K
4,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,Care for the Homeless,30d+,1 to 50 Employees,1985,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),2.4,10 Ratings,27 %,9 %,Data Analyst,"New York, NY","Care for the Homeless (CFH) is seeking a Data Analyst.
SUMMARY: The Data Analyst will play a critical role in moving forward CFH’s data driven culture, to ensure optimal health outcomes for our patients. The Data Analyst will act as a liaison between Health Services, Finance, and other CFH Departments. The individual will be responsible for (1) building data reports (2) reviewing, updating and maintaining existing reports for data integrity (3) analyzing report results (4) compiling data to support regulatory and funding reporting requirements (5) building dashboards and other data visualizations. The Data Analyst will be a resource to the board and executive committee, and provide data analysis, dashboards, and presentations on agency outcome and performance data.
This employee will work as part of the Patient-Centered Medical Home (PCMH) team.
ESSENTIAL DUTIES AND RESPONSIBILITIES OF DATA ANALYST
Support clinical and financial data reporting needs by becoming well-versed in the databases (Azara, EBO)
Create performance dashboards to track quality and productivity
Build new reports to pull data as needed
Present data analyses to CFH management team
Review existing automated reports for accuracy and data integrity, and develop these reports as appropriate
Create a standardized reporting tool for each health center that goes out on a monthly basis, and an aggregate weekly dashboard for Management use
Review health center patient volume, utilization and outcome reports to identify trends in data
Update reports consistently to ensure data is accurately captured
Conduct data validation on all reports in use, on a regular basis
Work with both health services team and finance team and act as a liaison between these departments
JOB QUALIFICATIONS OF A DATA ANALYST
Education: Bachelor’s Degree, with a concentration in data analytics, computer science, or related field
Experience:
Experience with relational database management systems required and knowledge of SQL, with preference for eClinicalWorks Enterprise Business Optimizer (eBO) or IBM Cognos.
Skill and proficiency in the use of spreadsheet, database, and dashboard software.
Ability to work in a team based environment
Skill Sets:
Ability to quickly learn new technology in a fast-paced and ever-changing environment.
Ability to multi-task and meet assigned deadlines and project milestones.
Must have proven ability to effectively solve problems.
Strong organizational skills and attention to detail.
Exceptional interpersonal, presentation, written, and verbal communications skills.
Leadership and/or facilitation experience with a group or team.
Extremely proficient in Microsoft Office Suite. Employee is willing and able to: create, edit and interpret charts, tables and spreadsheets (via Microsoft Excel).
Effectively manage, filter and sort data (via Microsoft Excel).
Create well-organized documents and outlines.
Create professional level presentations (via Microsoft PowerPoint).
Manage mailbox and calendar (via Microsoft Outlook).
TRAVEL
At times, travel will be required to other CFH sites for training, in-services and other mandatory meetings.
Job Type: Full-time
Benefits:
Dental insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Referral program
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Ability to commute/relocate:
New York, NY: Reliably commute or planning to relocate before starting work (Preferred)
Experience:
SQL: 1 year (Preferred)
Work Location: One location","$62,225 /yr (est.)",$44K ,$88K
5,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,New York City Department of Correction,30d+,Unknown,Government,Unknown / Non-Applicable,,,,2.3,7 Ratings,16 %,N/A,Data Analyst,"Queens Village, NY","CITY OF NEW YORK
DEPARTMENT OF CORRECTION
JOB POSTING NOTICE
Civil Service Title: City Research Scientist Level: II
Title Code No: 21744
Salary: $75,504 - $86,830
Frequency: Annual
Business Title: Data Analyst
Work Location: 75-20 Astoria Blvd
East Elmhurst, NY 11370
Division/Work Unit: Information Technology
Number of Positions: 1
Job ID: 472423 Hours/Shift: Day
Job Description
The New York City Department of Correction (DOC) is an integral part of the City’s evolving criminal justice system, participating in reform initiatives and strategies aimed to move the City towards the smallest jail system possible without compromising public safety.
The DOC is solely responsible for maintaining a safe and secure environment for staff, visitors, volunteers and people in custody inside our jails. Importantly, safe jails enable DOC to providing people in custody with the tools and opportunities they need to successfully re- enter their communities. The DOC operates facilities and court commands across the five boroughs with over 10,000 diverse professionals and knowledge experts.
The DOC seeks to recruit a Data Analyst, to assist with all of the aspects of the Data Analytics and Research Unit. Under the direct supervision of the Director of Data Analytics and Research Unit; the selected candidate will be responsible for supporting the analytic and research efforts of the department to further policy, planning and strategic initiatives, including but not limited to:
Maximizing efficiency of reporting and analytic operations by leveraging programming languages (e.g., R, Python) and dashboarding applications (e.g., Power BI, Tableau)
Supporting quantitative analytic projects related to program and policy evaluation;
Providing technical assistance to units throughout the Department in analysis and reporting;
Analyzing databases to assess accessibility and accuracy and identifying opportunities for new data sources;
Performing and automating ad hoc requests and recurring reports;
Identifying areas of concern and developing strategies to correct deficiencies or problems;
Developing tools and methods to support reproducible and automated reports and analyses.
Minimum Qualification Requirements
For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with a specialization in an appropriate field of physical, biological or environmental science or in public health.
To be appointed to Assignment Level II and above, candidates must have:
1. A doctorate degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and one year of full-time experience in a responsible supervisory, administrative or research capacity in the appropriate field of specialization; or
2. A master's degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and three years of responsible full-time research experience in the appropriate field of specialization; or
Education and/or experience which is equivalent to ""1"" or ""2"" above. However, all candidates must have at least a master's degree in an appropriate field of specialization and at least two years of experience described in ""2"" above. Two years as a City Research
Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above.
NOTE:
Probationary Period
Appointments to this position are subject to a minimum probationary period of one year.
Preferred Skills
Applied knowledge of R (preferred) and/or Python for reporting and data automation; familiarity with SPSS, Stata, Excel macros
Practical experience with dashboarding applications such as Power BI (preferred) or Tableau
Experience with SQL scripting and applications (e.g., SSMS, DB Visualizer)
Knowledge of analytic concepts, processes, and applied statistics
Proficiency in Microsoft Office Suite (PowerPoint, Word, Excel, Outlook, Access etc.)
Research, reporting, and analytic experience within NYC government setting
Excellent writing, communication, interpersonal, research, problem-solving, and organizational skills
Demonstrated ability to initiate and manage complex and interdisciplinary projects; think creatively, embrace new approaches; prepare and deliver informative and well-organized presentations
Experience in a high paced environment, with the ability to manage information and distribute appropriately.
Residency Requirement
New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange
County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.
To Apply
For City employees: Go to Employee Self-Service (ESS) - www.nyc.gov/ess and search for Job ID# 472423
For all other applicants: Go to https://a127-jobs.nyc.gov and search for Job ID# 472423
Submission of a resume is not a guarantee that you will receive an interview.
Only those candidates under consideration will be contacted.
Posting Date: 08/10/2021 Post Until: Until Filled
The City of New York and the Department of Correction are Equal Opportunity Employers
Job Type: Full-time
Pay: $75,504.00 - $86,830.00 per year
Schedule:
Day shift
Work Location:
One location
Work Location: One location",,,
6,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,"NEW YOU BARIATRIC GROUP, LLC",30d+,1 to 50 Employees,Company - Public,Unknown / Non-Applicable,,,,4.3,23 Ratings,87 %,92 %,Call Center Data Analyst,"Roslyn Heights, NY","We are an award-winning Bariatric Practice. Our practice is based on providing exemplary customer service, while assisting patients to achieve their weight loss goals. Our team consists of 20 skilled bariatric surgeons with years of experience. We use innovative new solutions to successfully get our patients on the path to improved health.
We understand our patient’s surgery is a chance for a healthier lifestyle and a new start, that is why our patients are offered the highest level of support from our medical staff in terms of post-surgery programs including counseling, dietary assistance, fitness and more, to help them enjoy a transformation in their lifestyle towards better eating habits, increased energy, and long-term health. We serve patients in New York, New Jersey and Connecticut.
We are a fast-paced growing practice that is always looking for new talent and great employees to enhance our team!
We are proud to have a strong reputation of great customer service, and this guides us with everything we do.
GENERAL STATEMENT OF DUTIES:
Reporting to the Director of Patient Services, the Call Center Data Analyst will analyze, verify, track and report on contact center department related databases and software. Serves as a liaison between department’s analytical needs and technical data storage systems and files; collaborates with Patient Services Director to document requirements for reporting. Develop analytic reports and dashboards utilizing various databases and third-party data files.
.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Analyzes, verifies, tracks and reports on department related databases and software.
Identifies strategies for evaluation of key performance indicators (KPI’s), quality metrics, outcomes evaluation, population management studies, etc.
Develops technical and functional specifications based on business requirements and analysis of technical workflows.
Identifies issues in data quality that would impact reporting (i.e., duplicate records, missing data, etc.).
Identifies methods of data visualization and presentation principles to ensure effective and impactful communication of projects to management.
Maintains trends and tracks various measures to fully utilize the capabilities of databases and data files.
Integrates add-on programs to eliminate or streamline back-end processes.
Serves as a liaison between departments analytical needs and technical data storage systems and files.
Collaborate effectively with colleagues and across teams to achieve the completion of tasks.
Performs related duties as required. All responsibilities noted here are considered essential functions of the job under the Americans with Disabilities Act. Duties not mentioned here but considered related are not essential functions.
QUALIFICATIONS, KNOWLEDGE, AND SKILLS:
Bachelor's Degree required, or equivalent combination of education and related experience
1-3 years of relevant experience, required
Call Center data analysis highly preferred
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Education:
High school or equivalent (Required)
Experience:
Data analysis skills: 1 year (Required)
Work Location:
One location
Work Remotely:
No
Work Location: One location","Size
1 to 50 Employees
Type
Company - Public
Revenue
Unknown / Non-Applicable",,
7,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,false,false,FSA Federal,14d,1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),3.4,42 Ratings,55 %,65 %,Data Analyst Supporting the FBI,"New York, NY","Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.
Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of Investigations (FBI).

NOTE: This posiiton is administrative in nature and those with experience as a legal assistant or administrative experience are preferred.
Responsibilities
Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Accurately enters required data into one or more databases, documents, or spreadsheets.
Establishes and maintains physical files.
Keeps track of case file status in order to ensure compliance with established deadlines.
Coordinates requests for additional information as needed.
Selects relevant information from a variety of sources in order to prepare documents, reports, summaries, and replies to inquiries, ensuring accuracy and proper format of the information provided.
Performs word processing relevant to case.
Provides accurate and timely status updates.
Performs other duties as assigned.

NOTE: Applicants with an Active TS Clearance and administrative experience or experience as a legal assistant are preferredpreferred.
Requirements
Ability to grasp and understand the organization and functions of the customer
Meticulous data entry skills
Excellent communication skills; oral and written
Competence to review, interpret, and evaluate complex legal and non-legal documents
Attention to detail and the ability to read and follow directions is extremely important
Strong organizational and prioritization skills
Experience with the Microsoft Office suite of applications (Excel, PowerPoint, Word) and other common software applications, to include databases, intermediate skills preferred
Proven commitment and competence to provide excellent customer service; positive and flexible
Ability to work in a team environment and maintain a professional disposition
This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation.
Agency Overview:
The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

FSA is proud to be an Affirmative Action/ Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualified persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity) veteran status, family leave status, and any protected group status as defined by applicable law. FSA is proud to maintain a drug-free workplace. Satisfactory completion of a post-offer drug screening is a condition of employment. As a supplier of services to federal government agencies, such as DEA, FBI, USCIS, USPIS, etc., we also adhere to agency standards with respect to prior drug usage. COVID Policy: As a Federal Government Contractor, FSA falls under the guidelines of the Safer Federal Workforce Taskforce. Prospective and/or new employees will be required to adhere with FSA's COVID -19 Policy which includes a requirement to share vaccination status. While at a Federal workplace, employees must also comply with any additional agency workplace safety requirements for that workplace, to include testing negative for COVID-19 if not fully vaccinated.",,,
8,2022-01-24,glassdoor,data analyst,1.0,Data Analyst,true,false,,30d+,1001 to 5000 Employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),2.9,86 Ratings,38 %,52 %,Quality Improvement Data Analyst,"Bronx, NY","The Quality Improvement Data Analyst is responsible for entering and pulling information from the electronic case records
for analysis, data trends, completing QA/QI to improve program performance and outcomes based on
trends and will be a member of the integrated treatment team for behavioral health and health homes
programs. Under supervision of the Sr Director of QI, the requirements listed below represent the
knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable
individuals with disabilities as defined by the ADA to perform the essential functions of the job. The
functions below outline the general responsibilities associated with this position. Each of these
functions is considered critical to effective department operations and our Mission. It is expected that all
staff in this position will have satisfactory attendance and will perform these functions as assigned in a
competent, cooperative, and timely manner. The Job Description will be reviewed periodically for
accuracy and/or adjusted according to business necessity. The salary is $85,000/year
KEY ESSENTIAL FUNCTIONS:
 Responsible for Data reporting for all ANH programs including DHS, HPD, and HRA
funded programs.
 Develop dashboards and run queries in SQL, Power BI and relevant software from
electronic case records and reports.
 Will run and present on daily, weekly, monthly, and quarterly reports as per program
needs and maintain performance indicators.
 Generates quality indicator reports from CARES database as requested and assigned by
supervisor.
 Maintains Data spreadsheet up to date by keeping all required data indicators as per
program regulations by mapping from front end to back end and validating it.
 Coordinates and maintains record of client participation in the program by conducting
surveys, activities and integrating consumers to participate in activities as per program
regulations.
 Generates reports on admissions information from clients on the CARES database as per
program requirements and assigned by supervisor.
 Participates in integrated team meetings, collects data information as per program
requirements and maintain accuracy in data spreadsheet.
 Complete quality improvement projects based on data trends.
 Act as curator of new datasets, documenting and performing quality checks.
Completes all required training as per program regulations for entering client data and as
assigned by supervisor.
 Completes office duties as needed/required by Supervisor.
 Completes additional tasks as assigned by Supervisor.
REQUIREMENTS:
 Bachelor’s degree Required.
 Knowledge of CARES database and proficiency in SQL, Power BI and Python
 Experience or desire to work with the homeless
 Positive attitude and professional demeanor
 Ability to complete work independently as well as in collaboration with team members
 Must be team oriented with a willingness to be flexible and helpful.
 Excellent computer skills including Microsoft Windows, Excel, PowerPoint, and electronic
communications tools: internet and email
 Ability to communicate effectively orally and in writing
 Highly organized, motivated self-starter
 Excellent time management skills.
*Acacia Network is an equal opportunity employer*
Job Type: Full-time
Pay: $85,000.00 per year",,,
9,2022-01-24,glassdoor,data analyst,1.0,QA Analyst,true,false,Fora Financial LLC,17d,51 to 200 Employees,2008,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),3.2,42 Ratings,57 %,84 %,QA Analyst,"New York, NY","Fora Financial is a leading financial services company providing working capital to small and mid-size businesses nationwide.
Established in 2008, we support small businesses in need of financing to sustain or grow their enterprise by providing innovative, customized, and flexible working capital solutions. We operate through a consultative approach, listening to customers and providing what best meets their needs in an ever-changing financial market. To date, Fora Financial has delivered over 45,000 individual transactions to more than 25,000 unique customers. The company has supplied over $2 billion in working capital solutions for small businesses since its inception.
Don’t miss this opportunity to join a dynamic, growing, and successful business led by people that understand the value technology adds to the bottom line! We pride ourselves on a collaborative culture that enables continuous personal growth. We foster relationships while achieving new levels of productivity as a remote distributed team.
We are seeking a skilled QA Analyst to join remotely our in-house Agile team and build the next generation FinTech platform with us. Your ideas will be valued, your work will be impactful, and you will enjoy levels of autonomy that QA Analysts at larger shops can only dream of.
Be part of our digital transformation as we further modernize our industry leading FinTech platform, implement new data analytics capabilities, and embrace AI/ML, and RPA.
Let’s jointly challenge norms and disrupt for new levels of success!

A Day in the Life of a QA Analyst:
Work closely with business and technology team to determine testing requirements.
Write and maintain Functional, performance and regression tests. Opportunities to develop automation tests.
Execute QA test plans and test cases based on business workflows and user stories.
Document the results of tests and how to interpret and reproduce defects.
Use SQL queries and tools to analyze data in relational databases, prepare data for testing and validate data integrity.
Develop and maintain data driven tests.

What You Have:
At least 3 years software QA experience including functional testing and writing scripts for Web UI testing using testing tools such as Azure DevOps and Selenium. Automated testing experience is a plus.
Basic understanding of programming and experience writing test scripts.
Analytical skills.
Working knowledge of relational databases and SQL Server is a plus.
Excellent English communication skills.
BA/BS in Computer Science or related field.
Financial experience a plus

The Benefits of Working for Fora Financial:
Competitive Salary
Comprehensive Product and Industry Training
Opportunity for Advancement
Medical, Dental, Vision Coverage
401K Match
Life Insurance at No Cost to Employees
Generous Time Off Plan Including Rollover Vacation Days
Health Care and Dependent Care Flexible Spending
Remote working environment","$79,177 /yr (est.)",$58K ,$109K
